seed,sim_name,sensibility_parameter,sensibility_value,nb_agregats_om,nb_chateaux_om,nb_gros_chateaux_om,nb_seigneurs_om,nb_eglises_om,nb_eglises_paroissiales_om,distance_eglises_paroissiales_om,proportion_fp_isoles_om,augmentation_charge_fiscale_om,total_duration
1.0,4_5_OM,seuil_creation_paroisse,75,100,44,11,192,372,317,811,0.12625,3.471510325951729,218330
3.0,4_5_OM,seuil_attractivite_chateau,4500,111,44,11,190,248,197,1634,0.12825,3.136079900124844,232496
3.0,4_5_OM,seuil_attractivite_chateau,6000,99,44,11,196,256,205,1600,0.129,2.9268414481897627,231826
2.0,4_5_OM,rayon_min_PS,1300,100,44,14,202,252,202,1716,0.13175,3.3715069860279443,191904
8.0,4_5_OM,seuil_attractivite_chateau,3000,118,44,12,194,252,197,1785,0.111,3.5275,216764
2.0,4_5_OM,rayon_min_PS,1200,110,44,12,186,240,188,1886,0.14,3.7128243512974053,192288
4.0,4_5_OM,rayon_min_PS,2000,100,44,10,208,227,172,2153,0.119,3.19425,202759
4.0,4_5_OM,rayon_min_PS,1900,123,44,10,204,253,201,1846,0.111,3.9255,208092
9.0,4_5_OM,rayon_min_PS,200,113,44,12,193,258,207,1673,0.111,3.398451161628778,207116
9.0,4_5_OM,rayon_min_PS,100,108,44,10,207,240,190,1901,0.11425,3.6777416937297027,207542
7.0,4_5_OM,rayon_min_PS,1700,107,44,11,208,249,197,2074,0.11175,3.8381474103585655,206083
7.0,4_5_OM,rayon_min_PS,1600,105,44,10,217,233,184,2341,0.1225,2.741035856573705,200069
10.0,4_5_OM,puissance_communautes,0.7,107,44,13,204,254,199,1952,0.13,3.0301520059805633,168328
1.0,4_5_OM,seuil_creation_paroisse,50,116,44,11,199,473,414,502,0.137,3.883801940781289,222605
10.0,4_5_OM,puissance_communautes,0.6,88,44,10,208,252,193,1427,0.14375,4.204834288562172,173943
5.0,4_5_OM,rayon_min_PS,1500,116,44,10,196,251,194,2015,0.12075,3.5195711792570434,199817
5.0,4_5_OM,rayon_min_PS,1400,101,44,11,188,250,205,2189,0.11275,3.380952380952381,200953
6.0,4_5_OM,rayon_min_PS,400,106,44,14,198,246,196,2034,0.1235,3.253489531405783,217452
6.0,4_5_OM,rayon_min_PS,300,109,44,11,188,274,223,1418,0.13575,3.068544366899302,222180
2.0,4_5_OM,rayon_min_PS,1100,104,44,11,200,254,205,1719,0.13575,4.084580838323353,192848
8.0,4_5_OM,seuil_attractivite_chateau,2500,102,44,12,192,244,187,1997,0.10775,3.399,214214
2.0,4_5_OM,rayon_min_PS,900,98,44,11,216,246,202,1955,0.146,3.1065369261477045,195386
4.0,4_5_OM,rayon_min_PS,1800,120,44,11,198,238,187,1958,0.127,2.44875,207821
8.0,4_5_OM,seuil_attractivite_chateau,2000,118,44,12,194,252,197,1785,0.111,3.5275,218159
1.0,4_5_OM,seuil_creation_paroisse,25,131,44,12,186,629,570,379,0.1405,3.8240855934312017,232268
3.0,4_5_OM,seuil_attractivite_chateau,3500,111,44,11,190,248,197,1634,0.12825,3.136079900124844,240223
4.0,4_5_OM,rayon_min_PS,1600,123,44,11,210,237,183,1879,0.1255,2.93575,205959
9.0,4_5_OM,rayon_max_PS,9000,116,44,12,194,233,186,2041,0.13,4.11697361871578,200738
3.0,4_5_OM,seuil_attractivite_chateau,4000,96,44,11,193,248,198,1748,0.11675,3.0466916354556806,244627
9.0,4_5_OM,rayon_max_PS,7500,105,44,10,202,250,199,1782,0.1205,4.120358833790182,201503
10.0,4_5_OM,puissance_communautes,0.55,102,44,13,212,254,198,1613,0.13525,3.926488911039123,173513
7.0,4_5_OM,rayon_min_PS,1500,116,44,15,197,252,204,2227,0.11875,3.816936488169365,204041
10.0,4_5_OM,puissance_communautes,0.4,87,44,9,194,239,181,1925,0.113,3.2118116122601545,179814
7.0,4_5_OM,rayon_min_PS,1400,105,44,13,181,251,205,1893,0.12075,2.7726027397260276,206144
1.0,4_5_OM,seuil_attractivite_chateau,10000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,219000
5.0,4_5_OM,rayon_min_PS,1200,103,44,10,203,262,207,1566,0.1135,3.295760598503741,200388
5.0,4_5_OM,rayon_min_PS,1300,109,44,11,201,236,187,2317,0.12425,3.344638403990025,212084
6.0,4_5_OM,rayon_min_PS,200,115,44,10,210,259,216,1963,0.10925,3.90727816550349,210545
6.0,4_5_OM,rayon_min_PS,100,133,44,10,213,258,208,2435,0.104,4.118644067796611,213269
2.0,4_5_OM,rayon_min_PS,800,95,44,12,203,241,196,1932,0.1255,3.849301397205589,184504
2.0,4_5_OM,rayon_min_PS,700,101,44,11,201,246,195,1987,0.13675,3.3328343313373257,194683
8.0,4_5_OM,seuil_attractivite_chateau,1500,99,44,12,186,261,208,1752,0.123,3.3825,218662
10.0,4_5_OM,puissance_communautes,0.35,109,44,8,204,247,189,1885,0.12275,4.204335908298032,176410
4.0,4_5_OM,rayon_min_PS,1500,101,44,14,215,239,183,1775,0.12625,2.59975,209633
8.0,4_5_OM,rayon_min_PS,1900,116,44,12,201,251,195,1934,0.11125,2.441,212250
9.0,4_5_OM,rayon_max_PS,7000,112,44,13,203,234,187,2083,0.10725,3.0019955101022697,202675
4.0,4_5_OM,rayon_min_PS,1400,117,44,13,208,246,196,1771,0.14275,2.59775,210879
9.0,4_5_OM,rayon_max_PS,6500,118,44,11,187,250,198,1813,0.12525,3.144461077844311,201546
10.0,4_5_OM,puissance_communautes,0.3,107,44,8,211,237,178,1713,0.13,4.2050834786942435,174696
1.0,4_5_OM,seuil_attractivite_chateau,9500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,227517
3.0,4_5_OM,seuil_attractivite_chateau,3000,105,44,11,198,243,193,1803,0.1115,3.1383270911360803,226994
7.0,4_5_OM,rayon_min_PS,1300,119,44,13,188,264,214,1610,0.10475,3.768560039860488,219684
3.0,4_5_OM,seuil_attractivite_chateau,2500,111,44,11,190,248,197,1634,0.12825,3.136079900124844,227724
7.0,4_5_OM,rayon_min_PS,1200,106,44,13,208,248,202,1709,0.11975,2.7090184354758344,210104
5.0,4_5_OM,rayon_min_PS,1000,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200070
1.0,4_5_OM,seuil_attractivite_chateau,9000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,219417
5.0,4_5_OM,rayon_min_PS,900,121,44,12,201,232,186,2297,0.12775,4.034930139720559,198891
2.0,4_5_OM,rayon_min_PS,600,98,44,13,205,237,190,1896,0.12275,3.43937125748503,191234
6.0,4_5_OM,rayon_max_PS,10000,104,44,8,208,253,199,2108,0.11525,4.369592088998764,220315
6.0,4_5_OM,rayon_max_PS,6500,115,44,12,212,252,197,2035,0.11225,3.2414822183536436,213920
2.0,4_5_OM,rayon_min_PS,500,109,44,13,201,242,192,1944,0.12825,3.409533316695783,193604
10.0,4_5_OM,puissance_communautes,0.2,90,44,9,199,249,187,1614,0.13625,4.122601544978819,180503
10.0,4_5_OM,puissance_communautes,0.15,105,44,9,209,252,199,2156,0.11025,3.158734114129081,174500
8.0,4_5_OM,rayon_min_PS,1800,105,44,12,198,263,214,1793,0.1145,2.72475,221894
4.0,4_5_OM,rayon_min_PS,1300,105,44,13,196,248,191,1721,0.124,2.99725,208234
9.0,4_5_OM,rayon_max_PS,5000,107,44,9,200,248,195,1794,0.1125,3.8629555666500246,195923
8.0,4_5_OM,rayon_min_PS,1500,103,44,11,198,243,189,2189,0.127,3.35675,210342
9.0,4_5_OM,rayon_max_PS,6000,101,44,13,205,244,196,2122,0.11975,3.0658847017718993,210049
4.0,4_5_OM,rayon_min_PS,1200,103,44,12,189,249,196,1731,0.12775,3.439,208282
7.0,4_5_OM,rayon_min_PS,1000,112,44,13,200,251,205,1992,0.1295,2.1614349775784754,198341
1.0,4_5_OM,seuil_attractivite_chateau,8500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,223091
3.0,4_5_OM,seuil_attractivite_chateau,2000,105,44,11,198,243,193,1803,0.1115,3.1383270911360803,230754
3.0,4_5_OM,seuil_attractivite_chateau,1500,111,44,11,190,248,197,1634,0.12825,3.136079900124844,229366
7.0,4_5_OM,rayon_min_PS,900,111,44,12,206,244,197,2129,0.096,2.940707523667165,211934
5.0,4_5_OM,rayon_min_PS,700,120,44,11,196,236,188,2530,0.13375,3.0114770459081837,201941
5.0,4_5_OM,rayon_min_PS,600,106,44,11,203,241,192,2322,0.125,2.4845309381237524,201067
1.0,4_5_OM,seuil_attractivite_chateau,8000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221836
2.0,4_5_OM,rayon_min_PS,400,103,44,14,201,250,204,1933,0.13075,3.1929124032942355,193643
6.0,4_5_OM,rayon_max_PS,5500,115,44,12,212,271,217,1903,0.11475,3.794373910878765,205301
10.0,4_5_OM,proba_promotion_groschateau_multipole,1,109,44,10,201,254,196,1514,0.11775,4.144281086468976,177265
6.0,4_5_OM,rayon_max_PS,5000,117,44,12,212,257,202,2014,0.114,4.188589935226706,203981
2.0,4_5_OM,rayon_min_PS,300,112,44,12,192,246,202,1996,0.13475,3.4319940104816578,194351
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.95,96,44,9,214,239,178,1875,0.13575,4.118365312733616,173874
9.0,4_5_OM,rayon_max_PS,4500,110,44,11,198,239,189,2324,0.11875,3.301123595505618,197841
4.0,4_5_OM,rayon_min_PS,1100,118,44,11,203,253,200,1882,0.108,3.33725,206968
9.0,4_5_OM,rayon_max_PS,4000,111,44,14,193,240,192,2351,0.10575,2.9398101898101903,198637
4.0,4_5_OM,rayon_min_PS,1000,109,44,14,192,246,198,1744,0.1325,3.211,201106
8.0,4_5_OM,rayon_min_PS,1400,119,44,12,203,253,204,1976,0.1135,3.01325,219319
8.0,4_5_OM,rayon_min_PS,1200,115,44,11,206,252,199,2032,0.1125,3.4135,216939
7.0,4_5_OM,rayon_min_PS,600,113,44,10,190,256,209,1877,0.12425,2.8248629795715,208801
1.0,4_5_OM,seuil_attractivite_chateau,7500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,218939
7.0,4_5_OM,rayon_min_PS,400,121,44,9,203,245,197,2173,0.11275,3.8041853512705526,206488
5.0,4_5_OM,rayon_min_PS,500,90,44,11,199,241,189,2180,0.114,2.916895432992264,200810
5.0,4_5_OM,rayon_min_PS,400,97,44,14,195,240,187,2170,0.134,2.357214178731902,195925
3.0,4_5_OM,seuil_attractivite_chateau,1000,103,44,11,191,247,193,1613,0.1305,2.978027465667915,224247
3.0,4_5_OM,rayon_min_PS,2000,110,44,12,201,244,195,1663,0.10925,3.775530586766542,234210
1.0,4_5_OM,seuil_attractivite_chateau,7000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,216709
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.85,96,44,9,214,239,178,1875,0.13575,4.118365312733616,174143
2.0,4_5_OM,rayon_min_PS,200,79,44,11,201,237,185,1941,0.13375,4.075368105814824,193298
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.7,105,44,10,207,233,173,2026,0.126,4.238724146523798,170809
2.0,4_5_OM,rayon_min_PS,100,100,44,12,188,249,199,1881,0.12675,2.8764661841776893,189995
6.0,4_5_OM,rayon_max_PS,4500,125,44,12,197,255,207,2045,0.12125,2.9827930174563595,200300
6.0,4_5_OM,rayon_max_PS,4000,100,44,13,196,253,197,2010,0.1145,3.3708229426433918,211474
9.0,4_5_OM,rayon_max_PS,3500,111,44,12,199,251,204,1787,0.1325,2.903048475762119,197112
9.0,4_5_OM,rayon_max_PS,3000,108,44,11,203,251,207,1955,0.12725,3.3300849575212395,202777
4.0,4_5_OM,rayon_min_PS,900,98,44,11,212,250,196,2263,0.12925,3.33975,204259
4.0,4_5_OM,rayon_min_PS,800,110,44,13,207,246,191,1940,0.1145,2.91275,207922
7.0,4_5_OM,rayon_min_PS,100,118,44,10,200,233,183,2024,0.1245,2.9312235235484674,198369
8.0,4_5_OM,rayon_min_PS,600,111,44,11,202,252,199,1991,0.114,3.7425,210424
8.0,4_5_OM,rayon_min_PS,1000,109,44,12,185,256,203,1849,0.1245,3.36725,223551
5.0,4_5_OM,rayon_min_PS,100,103,44,12,193,246,194,2049,0.10675,3.9420868696954567,198235
1.0,4_5_OM,seuil_attractivite_chateau,6500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,227513
7.0,4_5_OM,rayon_max_PS,10000,108,44,14,209,261,208,2055,0.12175,3.9508840864440082,211349
5.0,4_5_OM,rayon_max_PS,10000,107,44,10,198,248,197,2256,0.1195,4.337790985636453,210837
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.65,95,44,9,193,251,193,1829,0.10675,4.341141290804884,178074
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.6,110,44,8,208,246,187,1763,0.12425,4.372539247445801,176421
2.0,4_5_OM,rayon_max_PS,10000,96,44,9,198,253,203,1876,0.1245,4.539015904572564,193759
3.0,4_5_OM,rayon_min_PS,1900,99,44,11,207,260,210,1482,0.11375,2.7790262172284645,242515
1.0,4_5_OM,seuil_attractivite_chateau,6000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,219947
3.0,4_5_OM,rayon_min_PS,1800,90,44,14,207,242,197,1753,0.121,3.6739076154806494,231579
2.0,4_5_OM,rayon_max_PS,9500,107,44,13,207,248,200,2108,0.128,4.23912503107134,191901
6.0,4_5_OM,rayon_max_PS,1500,89,44,13,213,245,195,1855,0.123,3.5075,197783
6.0,4_5_OM,rayon_max_PS,2000,121,44,14,207,248,196,2233,0.1185,3.6140964758810297,213659
9.0,4_5_OM,rayon_max_PS,2500,105,44,11,188,249,202,2158,0.09775,2.979005248687828,203470
9.0,4_5_OM,rayon_max_PS,2000,110,44,13,188,244,203,1992,0.1195,3.56925,195635
4.0,4_5_OM,rayon_min_PS,600,96,44,12,194,241,187,1931,0.11975,3.3005,197572
4.0,4_5_OM,rayon_min_PS,500,103,44,11,211,243,189,1771,0.12325,2.68925,209998
7.0,4_5_OM,rayon_max_PS,9500,126,44,11,216,239,192,1722,0.1095,4.836820083682009,207635
8.0,4_5_OM,rayon_min_PS,500,113,44,13,196,244,190,2023,0.10525,2.84075,214197
8.0,4_5_OM,rayon_min_PS,400,102,44,13,186,248,196,1983,0.096,2.8445,213149
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.5,99,44,8,204,243,185,1864,0.12975,4.309743334163968,177595
5.0,4_5_OM,rayon_max_PS,9500,117,44,11,209,246,194,2330,0.1115,3.7897868120971743,209486
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.35,109,44,7,201,247,190,1900,0.11125,4.23299277348617,170356
5.0,4_5_OM,rayon_max_PS,9000,116,44,11,193,246,193,2302,0.12075,3.8725514505331016,207210
7.0,4_5_OM,rayon_max_PS,8500,110,44,12,208,230,179,2153,0.12325,3.819101678183613,215795
1.0,4_5_OM,seuil_attractivite_chateau,5500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,225016
2.0,4_5_OM,rayon_max_PS,9000,100,44,13,205,252,204,1859,0.1445,3.2006963441929868,196326
2.0,4_5_OM,rayon_max_PS,8500,124,44,13,192,240,187,2215,0.12175,3.95794973874098,197471
6.0,4_5_OM,rayon_max_PS,1000,110,44,10,195,254,199,1955,0.1255,2.97725,193106
1.0,4_5_OM,seuil_attractivite_chateau,5000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,227959
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,850,99,44,12,205,251,200,2023,0.10625,3.6681614349775784,193747
3.0,4_5_OM,rayon_min_PS,1500,112,44,12,196,256,203,1904,0.1145,3.6634207240948817,231894
3.0,4_5_OM,rayon_min_PS,1700,106,44,11,207,245,193,2005,0.1065,3.0846441947565544,239105
9.0,4_5_OM,rayon_max_PS,1500,104,44,11,195,239,187,1857,0.1275,2.61325,192922
9.0,4_5_OM,rayon_max_PS,1000,107,44,8,209,254,206,1887,0.12125,4.03325,195184
4.0,4_5_OM,rayon_min_PS,400,113,44,12,195,254,197,1555,0.13175,3.8815,208115
4.0,4_5_OM,rayon_min_PS,300,115,44,11,199,246,187,1712,0.11975,2.78275,204425
7.0,4_5_OM,rayon_max_PS,7000,108,44,12,188,240,193,2048,0.14475,2.499132589838909,203800
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.3,109,44,7,201,247,190,1900,0.11125,4.23299277348617,170334
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.25,109,44,4,205,241,184,1820,0.12375,4.208322950411164,171000
8.0,4_5_OM,rayon_max_PS,10000,116,44,8,186,246,194,2119,0.121,4.2795,219647
8.0,4_5_OM,rayon_max_PS,9000,121,44,9,189,262,209,1840,0.1115,3.938,219587
5.0,4_5_OM,rayon_max_PS,8000,107,44,8,201,241,191,2295,0.11275,4.14750434566675,211574
5.0,4_5_OM,rayon_max_PS,7000,100,44,10,208,261,207,1672,0.1255,4.093983092988563,205071
7.0,4_5_OM,rayon_max_PS,6000,118,44,12,181,246,198,2019,0.139,3.1817503729487817,209736
2.0,4_5_OM,rayon_max_PS,8000,103,44,12,191,254,200,1850,0.1185,3.1582877053260328,194701
1.0,4_5_OM,seuil_attractivite_chateau,4500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221392
2.0,4_5_OM,rayon_max_PS,7500,93,44,9,195,247,196,1875,0.13975,3.5593726661687826,199392
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,800,103,44,12,208,244,192,2248,0.12775,3.7516193323368205,193596
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,750,105,44,12,191,266,211,1898,0.11825,3.952665670154459,194382
1.0,4_5_OM,seuil_attractivite_chateau,4000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221913
3.0,4_5_OM,rayon_min_PS,1400,109,44,12,185,250,204,1738,0.117,3.1790262172284645,229596
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,1000,122,44,12,202,250,196,1991,0.11375,4.055666500249625,197257
3.0,4_5_OM,rayon_min_PS,1300,107,44,12,182,248,197,1964,0.11325,2.9910112359550562,232111
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,950,104,44,12,202,251,197,1938,0.1155,4.048427358961558,194600
10.0,4_5_OM,proba_promotion_groschateau_multipole,0.15,109,44,4,209,241,184,1820,0.1235,4.208322950411164,171044
10.0,4_5_OM,proba_promotion_groschateau_autre,0.95,89,44,16,212,252,195,1763,0.10975,4.201594816845253,169305
4.0,4_5_OM,rayon_min_PS,200,123,44,11,204,242,184,2024,0.1085,3.05,205481
4.0,4_5_OM,rayon_min_PS,100,106,44,13,187,243,186,2012,0.1305,3.768,201760
7.0,4_5_OM,rayon_max_PS,5500,101,44,9,204,244,192,1830,0.11125,2.4590694202537944,197979
8.0,4_5_OM,rayon_max_PS,7500,126,44,14,196,256,202,1974,0.10375,3.004,211080
8.0,4_5_OM,rayon_max_PS,7000,121,44,13,202,239,185,2039,0.12475,4.04175,209087
5.0,4_5_OM,rayon_max_PS,6500,100,44,13,196,248,200,2357,0.11875,3.1358885017421603,201952
5.0,4_5_OM,rayon_max_PS,6000,104,44,10,183,251,200,1779,0.1155,3.1138231631382323,201050
7.0,4_5_OM,rayon_max_PS,5000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,198482
2.0,4_5_OM,rayon_max_PS,7000,108,44,14,209,253,201,1774,0.12425,4.237858032378581,196421
2.0,4_5_OM,rayon_max_PS,6000,98,44,13,191,232,187,2158,0.14225,3.940897755610973,192143
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,600,94,44,14,200,262,208,2229,0.11475,4.11858495266567,198149
1.0,4_5_OM,seuil_attractivite_chateau,3500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,224981
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,550,103,44,14,192,256,201,1973,0.12375,3.9050822122571,197496
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,900,116,44,12,205,258,204,1792,0.125,4.087868197703445,194058
1.0,4_5_OM,seuil_attractivite_chateau,3000,112,44,14,184,238,198,2136,0.10525,3.0971115537848606,218084
10.0,4_5_OM,proba_promotion_groschateau_autre,0.7,89,44,16,212,252,195,1763,0.10975,4.201594816845253,170200
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,850,101,44,12,203,250,197,1804,0.12625,4.095606590114827,192301
10.0,4_5_OM,proba_promotion_groschateau_autre,0.85,89,44,16,212,252,195,1763,0.10975,4.201594816845253,173527
3.0,4_5_OM,rayon_min_PS,1100,90,44,16,190,247,199,2097,0.109,2.76354556803995,230319
3.0,4_5_OM,rayon_min_PS,1200,123,44,14,203,246,198,2108,0.11975,3.803995006242197,239145
4.0,4_5_OM,rayon_max_PS,10000,108,44,10,202,255,198,1646,0.12625,3.417,206097
4.0,4_5_OM,rayon_max_PS,9500,106,44,10,217,249,191,1501,0.12575,4.377,203010
7.0,4_5_OM,rayon_max_PS,4500,114,44,14,202,241,195,2299,0.11225,2.6724008975317872,205346
8.0,4_5_OM,rayon_max_PS,6500,121,44,12,193,237,183,2088,0.1165,3.8375,213277
5.0,4_5_OM,rayon_max_PS,5500,118,44,15,207,240,188,2004,0.12925,4.361665004985045,194540
5.0,4_5_OM,rayon_max_PS,5000,118,44,8,186,241,195,2281,0.13175,3.694188076827139,198822
8.0,4_5_OM,rayon_max_PS,6000,125,44,13,194,244,193,1860,0.12425,3.053,217487
2.0,4_5_OM,rayon_max_PS,5500,100,44,13,193,246,199,1932,0.1265,2.285856822150162,194357
7.0,4_5_OM,rayon_max_PS,3000,104,44,10,201,248,200,2310,0.12025,2.885114885114885,201801
2.0,4_5_OM,rayon_max_PS,5000,116,44,13,200,252,201,1894,0.1375,4.214570858283433,193110
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,450,122,44,11,208,271,217,1779,0.11175,3.7717987045341306,190732
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,400,118,44,12,201,248,194,2345,0.12275,4.244892874937718,195619
1.0,4_5_OM,seuil_attractivite_chateau,2500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,219783
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,800,105,44,12,203,244,191,1956,0.1245,4.158761857214179,189769
10.0,4_5_OM,proba_promotion_groschateau_autre,0.6,101,44,14,212,240,181,1840,0.1315,4.309244953899825,188256
10.0,4_5_OM,proba_promotion_groschateau_autre,0.35,117,44,8,203,244,183,1780,0.145,4.206578619486669,184530
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,750,108,44,12,204,245,192,1928,0.135,4.198202695956066,193755
1.0,4_5_OM,seuil_attractivite_chateau,2000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,231414
7.0,4_5_OM,rayon_max_PS,1500,98,44,12,189,242,197,2054,0.11725,2.9755,202317
4.0,4_5_OM,rayon_max_PS,8500,100,44,13,200,246,190,1919,0.12225,3.84275,210596
3.0,4_5_OM,rayon_min_PS,800,90,44,12,204,250,197,1672,0.109,3.4701622971285895,233910
3.0,4_5_OM,rayon_min_PS,1000,110,44,11,189,257,207,1679,0.11975,2.9830212234706615,236169
4.0,4_5_OM,rayon_max_PS,9000,112,44,14,207,258,203,1867,0.1055,3.68375,246411
5.0,4_5_OM,rayon_max_PS,4500,116,44,13,210,257,210,1822,0.1115,2.260109835247129,204614
2.0,4_5_OM,rayon_max_PS,4000,103,44,11,206,255,201,1762,0.12275,3.840988517224164,195649
7.0,4_5_OM,puissance_necessaire_creation_chateau_PS,1000,122,44,14,194,255,210,2288,0.1335,2.042351768809168,194630
5.0,4_5_OM,rayon_max_PS,4000,115,44,11,207,256,207,2011,0.1265,2.964053919121318,205036
2.0,4_5_OM,rayon_max_PS,3500,103,44,9,207,251,201,1828,0.12975,2.846903096903097,188090
8.0,4_5_OM,rayon_max_PS,5000,118,44,13,202,250,194,1833,0.11225,3.669,222757
8.0,4_5_OM,rayon_max_PS,4500,100,44,10,191,252,196,1864,0.11325,3.00475,211333
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,350,116,44,12,200,262,209,1942,0.11575,3.7845042351768807,197141
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,300,105,44,9,203,250,197,1919,0.10825,3.9050822122571,199494
10.0,4_5_OM,proba_promotion_groschateau_autre,0.2,100,44,7,207,237,180,1854,0.1425,4.234737104410665,183312
10.0,4_5_OM,proba_promotion_groschateau_autre,0.3,114,44,8,198,238,177,1513,0.1375,4.1295788686768,186773
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,700,111,44,12,205,245,192,1943,0.1385,4.185222166749875,195916
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,650,106,44,12,203,259,205,1736,0.1175,4.209435846230654,196307
1.0,4_5_OM,seuil_attractivite_chateau,1500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,226990
1.0,4_5_OM,seuil_attractivite_chateau,1000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,217923
7.0,4_5_OM,puissance_necessaire_creation_chateau_PS,950,132,44,14,199,261,215,1853,0.11925,2.1988041853512708,195825
4.0,4_5_OM,rayon_max_PS,8000,111,44,14,206,241,185,1926,0.1265,3.90475,204675
2.0,4_5_OM,rayon_max_PS,3000,106,44,11,206,252,206,1727,0.131,3.1461403947039717,181814
4.0,4_5_OM,rayon_max_PS,7000,107,44,10,202,251,196,1733,0.1255,3.44075,204051
3.0,4_5_OM,rayon_min_PS,600,103,44,10,198,243,193,1808,0.11575,3.164794007490637,227726
3.0,4_5_OM,rayon_min_PS,700,116,44,12,211,253,199,2013,0.1125,2.9348314606741575,231054
2.0,4_5_OM,rayon_max_PS,2500,95,44,10,208,237,191,2199,0.14025,2.917791104447776,188387
7.0,4_5_OM,puissance_necessaire_creation_chateau_PS,900,108,44,14,203,248,201,2323,0.1195,2.104882909815645,197178
5.0,4_5_OM,rayon_max_PS,2500,115,44,11,202,259,212,2011,0.1345,3.140394703972021,201484
5.0,4_5_OM,rayon_max_PS,3500,119,44,12,208,248,196,1977,0.14,2.4756554307116105,206376
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,250,121,44,12,199,255,203,1862,0.13,3.496512207274539,197101
8.0,4_5_OM,rayon_max_PS,4000,93,44,13,201,249,196,1855,0.11725,2.73425,215088
8.0,4_5_OM,rayon_max_PS,3500,93,44,15,209,252,197,1678,0.1035,3.0735,215350
10.0,4_5_OM,proba_promotion_groschateau_autre,0.15,100,44,7,207,237,180,1854,0.1425,4.234737104410665,172926
10.0,4_5_OM,proba_promotion_groschateau_autre,0.05,102,44,8,207,237,182,2188,0.1215,4.390480936954897,168795
6.0,4_5_OM,puissance_necessaire_creation_chateau_PS,200,109,44,13,191,264,213,1683,0.1225,4.648231190832088,199393
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,600,91,44,12,206,254,201,1686,0.12875,4.266100848726909,197934
9.0,4_5_OM,puissance_necessaire_creation_chateau_PS,500,100,44,12,203,250,197,1699,0.12475,4.075886170743884,190034
1.0,4_5_OM,rayon_min_PS,2000,110,44,11,203,260,206,1660,0.12,2.353482587064677,216056
7.0,4_5_OM,puissance_necessaire_creation_chateau_PS,850,121,44,14,202,250,203,2242,0.108,2.154957648231191,198618
1.0,4_5_OM,rayon_min_PS,1900,97,44,14,193,245,194,1791,0.1145,3.306792734511072,214857
2.0,4_5_OM,rayon_max_PS,2000,96,44,12,199,240,191,2048,0.122,3.0402399400149958,184261
4.0,4_5_OM,rayon_max_PS,6500,108,44,14,207,243,188,1843,0.107,3.3615,207292
2.0,4_5_OM,rayon_max_PS,1500,100,44,10,200,240,189,1885,0.12725,2.2645,183242
4.0,4_5_OM,rayon_max_PS,6000,103,44,11,189,243,191,1939,0.123,3.2945,205211
5.0,4_5_OM,rayon_max_PS,1000,113,44,13,198,247,192,1954,0.1345,2.75125,191938
