seed,sim_name,sensibility_parameter,sensibility_value,nb_agregats_om,nb_chateaux_om,nb_gros_chateaux_om,nb_seigneurs_om,nb_eglises_om,nb_eglises_paroissiales_om,distance_eglises_paroissiales_om,proportion_fp_isoles_om,augmentation_charge_fiscale_om,total_duration
4.0,4_5_OM,coef_redevances,26,99,44,9,196,258,205,1924,0.1105,3.80025,217458
1.0,4_5_OM,coef_redevances,30,112,44,10,200,239,188,2022,0.11125,2.9641434262948207,208346
7.0,4_5_OM,coef_redevances,34,102,44,12,204,239,191,2186,0.12375,3.394867962132536,200838
2.0,4_5_OM,coef_redevances,38,99,44,11,210,250,197,1649,0.1235,3.2113273453093814,191168
9.0,4_5_OM,coef_redevances,34,115,44,9,191,235,187,2179,0.122,3.3781827259111328,198859
5.0,4_5_OM,coef_redevances,26,101,44,11,204,234,182,2403,0.13,3.3811424295335493,214681
8.0,4_5_OM,coef_redevances,34,114,44,12,202,249,196,1685,0.112,3.414,197958
8.0,4_5_OM,coef_redevances,32,105,44,12,186,252,198,1740,0.105,3.70225,210848
6.0,4_5_OM,coef_redevances,36,111,44,10,202,251,197,2182,0.11225,4.335077229696063,199543
6.0,4_5_OM,coef_redevances,38,115,44,11,201,241,192,1920,0.11375,2.728450423517688,194294
10.0,4_5_OM,distance_detection_agregats,133,90,44,13,191,252,192,1747,0.1,3.3080757726819545,189021
3.0,4_5_OM,coef_redevances,28,97,44,13,195,245,194,1811,0.10175,3.3250936329588017,212518
10.0,4_5_OM,distance_detection_agregats,161,86,44,13,204,243,184,1793,0.07625,3.825012481278083,184686
3.0,4_5_OM,coef_redevances,30,113,44,11,199,231,187,2121,0.11375,3.664669163545568,210004
4.0,4_5_OM,coef_redevances,28,112,44,14,202,254,202,1685,0.09725,3.95125,216667
1.0,4_5_OM,coef_redevances,32,113,44,13,192,244,193,1868,0.11475,3.752241035856574,204140
7.0,4_5_OM,coef_redevances,36,110,44,10,202,244,197,2139,0.11675,3.2822620827105133,203457
2.0,4_5_OM,distance_detection_agregats,50,116,44,10,200,235,195,2324,0.21225,3.740897755610973,162482
2.0,4_5_OM,coef_redevances,40,110,44,13,206,245,195,1870,0.13325,3.3934630738522955,191996
5.0,4_5_OM,coef_redevances,28,117,44,11,203,265,213,1763,0.1175,2.977550511349463,213444
9.0,4_5_OM,coef_redevances,36,93,44,8,197,240,191,1761,0.1195,2.891662506240639,204279
7.0,4_5_OM,coef_redevances,38,113,44,10,204,265,215,1873,0.11675,2.9319880418535127,203833
1.0,4_5_OM,coef_redevances,34,106,44,12,204,253,207,1805,0.0975,4.173306772908367,213848
9.0,4_5_OM,coef_redevances,38,120,44,13,205,249,201,1920,0.10825,2.652271592611083,198013
4.0,4_5_OM,coef_redevances,30,106,44,12,204,252,199,1571,0.1335,3.75,222015
6.0,4_5_OM,distance_detection_agregats,50,128,44,8,195,237,183,2416,0.219,3.033,163971
8.0,4_5_OM,coef_redevances,36,118,44,8,195,238,183,2260,0.10725,3.256,201983
5.0,4_5_OM,coef_redevances,30,116,44,11,198,250,198,2087,0.12125,2.9336492890995256,221129
8.0,4_5_OM,coef_redevances,38,97,44,12,205,231,180,2278,0.12575,2.8465,208717
6.0,4_5_OM,coef_redevances,40,113,44,11,208,251,203,1829,0.1235,4.074987543597409,201912
10.0,4_5_OM,distance_detection_agregats,189,89,44,13,209,255,197,2060,0.08,2.94204346739945,194049
10.0,4_5_OM,distance_detection_agregats,217,89,44,13,214,283,223,1475,0.079,3.33775,195104
3.0,4_5_OM,coef_redevances,32,104,44,12,209,243,192,1848,0.0985,2.825717852684145,211351
3.0,4_5_OM,coef_redevances,34,91,44,12,203,244,193,1822,0.11975,3.9950062421972534,214173
1.0,4_5_OM,coef_redevances,36,103,44,11,199,241,189,1746,0.11925,3.2387948207171315,199610
2.0,4_5_OM,distance_detection_agregats,78,132,44,8,200,246,205,2286,0.1235,2.153980534065386,191581
7.0,4_5_OM,coef_redevances,40,112,44,10,191,248,201,2083,0.11725,2.25909317389138,195932
2.0,4_5_OM,distance_detection_agregats,106,99,44,11,185,240,190,1962,0.1485,3.739065233691577,193450
4.0,4_5_OM,coef_redevances,32,111,44,11,193,242,187,1890,0.1075,2.48425,244694
9.0,4_5_OM,coef_redevances,40,112,44,11,194,255,205,2066,0.11375,3.3754368447329006,195425
7.0,4_5_OM,distance_detection_agregats,50,138,44,10,188,231,181,2548,0.19225,3.3501498501498506,171394
9.0,4_5_OM,distance_detection_agregats,50,161,44,11,204,238,199,2434,0.191,3.015208177511842,177146
5.0,4_5_OM,coef_redevances,32,117,44,11,194,241,191,2184,0.11525,3.485407832377151,218407
1.0,4_5_OM,coef_redevances,38,113,44,12,202,250,204,1788,0.113,3.520667330677291,210089
4.0,4_5_OM,coef_redevances,34,107,44,11,207,253,201,1772,0.12575,3.21875,214963
6.0,4_5_OM,distance_detection_agregats,78,98,44,10,194,234,181,2205,0.13825,3.22675,187819
8.0,4_5_OM,distance_detection_agregats,50,128,44,9,207,245,196,2599,0.19275,3.3454908818386206,171777
8.0,4_5_OM,coef_redevances,40,120,44,12,200,248,191,1790,0.13,2.82275,200341
6.0,4_5_OM,distance_detection_agregats,106,110,44,10,189,266,219,1828,0.12425,2.5505729945191824,194613
5.0,4_5_OM,coef_redevances,34,105,44,12,182,246,199,2219,0.1185,4.105013719131953,212839
10.0,4_5_OM,distance_detection_agregats,244,95,44,12,200,270,219,1833,0.0685,2.8878923766816142,201133
10.0,4_5_OM,distance_detection_agregats,272,87,44,12,195,245,184,1908,0.0705,2.5280675608544465,201484
3.0,4_5_OM,coef_redevances,36,107,44,12,199,243,192,1787,0.1185,2.900124843945069,212557
3.0,4_5_OM,coef_redevances,38,94,44,11,206,252,206,1786,0.10675,2.613483146067416,204388
7.0,4_5_OM,distance_detection_agregats,78,121,44,14,189,246,198,2104,0.142,3.52275,186579
1.0,4_5_OM,coef_redevances,40,98,44,14,207,263,213,1733,0.101,3.2310756972111556,212630
2.0,4_5_OM,distance_detection_agregats,133,91,44,14,193,245,193,1874,0.11575,2.4399002493765587,193224
2.0,4_5_OM,distance_detection_agregats,161,82,44,14,188,245,197,1464,0.0825,3.1235,206005
9.0,4_5_OM,distance_detection_agregats,78,124,44,12,201,270,225,2000,0.12,3.061648923000743,204182
7.0,4_5_OM,distance_detection_agregats,106,122,44,11,197,239,194,2048,0.119,3.7912306925759838,202448
4.0,4_5_OM,coef_redevances,36,115,44,14,179,248,196,1908,0.11425,2.6655,211856
9.0,4_5_OM,distance_detection_agregats,106,99,44,10,189,245,199,1863,0.1215,3.7422089254549986,205528
1.0,4_5_OM,distance_detection_agregats,50,145,44,11,216,229,179,2475,0.196,3.4102948525737133,178163
5.0,4_5_OM,coef_redevances,36,102,44,12,200,239,189,2584,0.112,3.2576702419555996,213854
8.0,4_5_OM,distance_detection_agregats,78,100,44,8,199,240,186,2174,0.13675,2.5339152119700747,194433
4.0,4_5_OM,coef_redevances,38,108,44,13,199,241,187,1858,0.11475,3.3525,215794
6.0,4_5_OM,distance_detection_agregats,133,110,44,12,197,258,204,2002,0.06525,3.283433133732535,204641
8.0,4_5_OM,distance_detection_agregats,106,94,44,13,207,240,187,2011,0.11425,3.423335826477188,212815
6.0,4_5_OM,distance_detection_agregats,161,90,44,11,206,255,199,1987,0.104,3.3375,209648
10.0,4_5_OM,distance_max_dem_local,500,117,44,8,203,244,183,1780,0.145,4.206578619486669,178130
5.0,4_5_OM,coef_redevances,38,106,44,9,193,256,204,2070,0.12225,3.096283362434522,218552
10.0,4_5_OM,distance_detection_agregats,300,95,44,11,193,252,196,1767,0.101,3.1030696281507364,207979
3.0,4_5_OM,distance_detection_agregats,50,143,44,13,204,228,182,2672,0.18125,3.02825,177517
3.0,4_5_OM,coef_redevances,40,112,44,13,202,255,204,1754,0.1295,3.221972534332085,206828
1.0,4_5_OM,distance_detection_agregats,78,121,44,12,191,232,182,2470,0.1315,3.2505609573672403,200611
7.0,4_5_OM,distance_detection_agregats,133,96,44,10,193,242,199,1923,0.10525,3.1500999000999004,209417
2.0,4_5_OM,distance_detection_agregats,189,91,44,10,207,269,222,1192,0.09325,3.25,207498
9.0,4_5_OM,distance_detection_agregats,133,90,44,14,193,250,199,1816,0.0975,4.010978043912176,206544
2.0,4_5_OM,distance_detection_agregats,217,91,44,13,203,256,208,1549,0.07625,3.2657848764661845,221874
7.0,4_5_OM,distance_detection_agregats,161,92,44,9,199,253,201,1696,0.0715,2.35493519441675,218366
4.0,4_5_OM,coef_redevances,40,103,44,12,195,250,196,1799,0.12125,3.179,220544
1.0,4_5_OM,distance_detection_agregats,106,101,44,11,209,252,197,1715,0.113,3.0235,209147
5.0,4_5_OM,coef_redevances,40,96,44,11,207,238,186,2060,0.143,3.7732601646295834,217077
9.0,4_5_OM,distance_detection_agregats,161,92,44,11,188,254,209,1386,0.0775,3.658347891190417,229782
4.0,4_5_OM,distance_detection_agregats,50,129,44,9,202,236,182,2196,0.19925,2.963359920239282,190574
8.0,4_5_OM,distance_detection_agregats,133,103,44,15,207,260,208,2008,0.091,2.5394966359332174,208436
6.0,4_5_OM,distance_detection_agregats,189,90,44,11,199,278,219,1672,0.08575,3.38325,208077
10.0,4_5_OM,distance_max_dem_local,1000,107,44,8,198,238,180,1709,0.139,4.187889359581361,177080
10.0,4_5_OM,distance_max_dem_local,1500,117,44,8,202,244,183,1780,0.145,4.206578619486669,177979
5.0,4_5_OM,distance_detection_agregats,50,121,44,13,200,227,179,2918,0.20325,3.118,186917
8.0,4_5_OM,distance_detection_agregats,161,89,44,13,201,246,188,1797,0.07925,3.497396479047855,225267
6.0,4_5_OM,distance_detection_agregats,217,95,44,13,186,250,202,1887,0.0795,3.056274900398406,222230
3.0,4_5_OM,distance_detection_agregats,78,104,44,9,209,242,187,1873,0.1415,3.07975,202213
3.0,4_5_OM,distance_detection_agregats,106,97,44,10,210,251,207,1817,0.0975,3.6472645515863102,223137
7.0,4_5_OM,distance_detection_agregats,189,93,44,13,205,257,206,1698,0.08425,2.6185977125808053,206444
1.0,4_5_OM,distance_detection_agregats,133,92,44,14,207,265,213,1733,0.093,3.778471528471529,213523
2.0,4_5_OM,distance_detection_agregats,244,85,44,12,186,247,194,1625,0.08475,2.9103396603396607,214880
9.0,4_5_OM,distance_detection_agregats,189,95,44,13,201,243,198,1911,0.0655,2.8786516853932587,223890
2.0,4_5_OM,distance_detection_agregats,272,89,44,13,206,259,206,1607,0.07725,2.7631644621911655,214373
4.0,4_5_OM,distance_detection_agregats,78,119,44,13,215,236,179,2043,0.1345,3.3147044212617987,207212
7.0,4_5_OM,distance_detection_agregats,217,97,44,13,201,256,205,1691,0.065,3.069541375872383,227429
1.0,4_5_OM,distance_detection_agregats,161,90,44,10,199,256,201,1433,0.09025,3.1167373409827883,221237
5.0,4_5_OM,distance_detection_agregats,78,115,44,12,208,242,196,2036,0.1385,3.7379413227250122,211128
9.0,4_5_OM,distance_detection_agregats,217,95,44,12,210,253,204,1740,0.07375,3.6297957149975084,223064
10.0,4_5_OM,distance_max_dem_local,2000,106,44,8,206,241,180,1534,0.14025,4.090954398205832,178584
4.0,4_5_OM,distance_detection_agregats,106,111,44,12,213,245,190,1803,0.1365,4.03675,217501
10.0,4_5_OM,distance_max_dem_local,2500,117,44,8,197,244,183,1780,0.145,4.206578619486669,177653
6.0,4_5_OM,distance_detection_agregats,244,93,44,12,196,266,214,1775,0.07175,2.904726368159204,213316
8.0,4_5_OM,distance_detection_agregats,189,96,44,12,200,281,223,1480,0.076,3.9555444555444557,232889
5.0,4_5_OM,distance_detection_agregats,106,108,44,13,203,247,200,2019,0.1175,2.6767852699676533,213432
8.0,4_5_OM,distance_detection_agregats,217,91,44,12,209,259,208,1653,0.08525,2.6495,222338
6.0,4_5_OM,distance_detection_agregats,272,99,44,10,190,262,214,1906,0.047,2.949537846615039,214694
3.0,4_5_OM,distance_detection_agregats,133,90,44,12,204,244,193,1568,0.092,3.0234823882088433,219638
7.0,4_5_OM,distance_detection_agregats,244,90,44,10,204,262,213,1405,0.081,3.46575,213481
3.0,4_5_OM,distance_detection_agregats,161,89,44,11,199,258,202,1788,0.06775,2.7778884462151394,227907
1.0,4_5_OM,distance_detection_agregats,189,97,44,13,190,269,221,1469,0.06225,4.292695088506607,224805
2.0,4_5_OM,distance_detection_agregats,300,92,44,10,189,254,202,1588,0.07625,3.7035,212362
2.0,4_5_OM,distance_max_dem_local,500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,196493
10.0,4_5_OM,distance_max_dem_local,3000,108,44,8,201,235,174,1580,0.14,4.135310241714428,181181
9.0,4_5_OM,distance_detection_agregats,244,90,44,12,195,248,201,1906,0.07675,3.18152390438247,233439
7.0,4_5_OM,distance_detection_agregats,272,93,44,12,205,247,199,1802,0.08125,3.6110695587135377,217229
4.0,4_5_OM,distance_detection_agregats,133,85,44,10,204,255,198,1643,0.11225,3.4017456359102245,232463
10.0,4_5_OM,distance_max_dem_local,3500,117,44,8,197,244,183,1780,0.145,4.206578619486669,186640
1.0,4_5_OM,distance_detection_agregats,217,91,44,10,191,253,198,1708,0.07675,3.0672623479771657,231667
5.0,4_5_OM,distance_detection_agregats,133,87,44,12,204,258,200,1588,0.0925,3.4840637450199203,230183
4.0,4_5_OM,distance_detection_agregats,161,90,44,12,206,259,205,1698,0.067,2.88225,231103
9.0,4_5_OM,distance_detection_agregats,272,96,44,12,204,251,205,1753,0.06875,3.3245066200349735,236551
6.0,4_5_OM,distance_detection_agregats,300,89,44,12,204,262,212,1790,0.0795,3.792957042957043,217181
8.0,4_5_OM,distance_detection_agregats,244,100,44,10,198,262,211,1706,0.07075,2.49625,226440
6.0,4_5_OM,distance_max_dem_local,500,117,44,12,212,257,202,2014,0.114,4.188589935226706,187782
5.0,4_5_OM,distance_detection_agregats,161,97,44,14,210,272,216,1309,0.0825,2.3725392474458014,240609
8.0,4_5_OM,distance_detection_agregats,272,87,44,12,202,254,197,1725,0.079,3.219,231854
3.0,4_5_OM,distance_detection_agregats,189,96,44,12,201,248,194,1770,0.0625,3.4217196819085487,236219
2.0,4_5_OM,distance_max_dem_local,1000,112,44,13,200,252,201,1894,0.1305,4.214570858283433,195259
2.0,4_5_OM,distance_max_dem_local,1500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,195476
7.0,4_5_OM,distance_detection_agregats,300,94,44,13,203,244,197,1912,0.0635,3.374750499001996,225437
10.0,4_5_OM,distance_max_dem_local,4000,95,44,8,202,238,177,1668,0.13225,4.165960627959133,181356
3.0,4_5_OM,distance_detection_agregats,217,92,44,10,191,258,204,1401,0.0705,2.25975,235475
1.0,4_5_OM,distance_detection_agregats,244,97,44,13,195,241,191,1841,0.06425,3.442365269461078,227567
10.0,4_5_OM,distance_max_dem_local,4500,117,44,8,197,244,183,1780,0.145,4.206578619486669,178934
7.0,4_5_OM,distance_max_dem_local,500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,192180
9.0,4_5_OM,distance_detection_agregats,300,93,44,12,192,248,196,1865,0.05925,4.112,218757
4.0,4_5_OM,distance_detection_agregats,189,95,44,13,195,246,194,1533,0.066,2.94475,237669
6.0,4_5_OM,distance_max_dem_local,1000,117,44,12,212,257,202,2014,0.114,4.188589935226706,188630
9.0,4_5_OM,distance_max_dem_local,500,107,44,9,203,248,195,1794,0.1125,3.8629555666500246,198709
1.0,4_5_OM,distance_detection_agregats,272,94,44,10,198,263,209,1672,0.05925,4.237131434282859,237420
6.0,4_5_OM,distance_max_dem_local,1500,117,44,12,212,257,202,2014,0.114,4.188589935226706,190129
5.0,4_5_OM,distance_detection_agregats,189,92,44,11,190,251,195,1663,0.092,3.337908659845271,239810
4.0,4_5_OM,distance_detection_agregats,217,87,44,13,191,259,200,1570,0.069,3.6715,228695
8.0,4_5_OM,distance_detection_agregats,300,99,44,11,213,258,203,1664,0.05675,3.649276085871193,230791
8.0,4_5_OM,distance_max_dem_local,500,118,44,12,194,252,197,1785,0.111,3.5275,210775
2.0,4_5_OM,distance_max_dem_local,2000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,197064
5.0,4_5_OM,distance_detection_agregats,217,93,44,10,202,249,201,1898,0.06725,2.83725,246550
10.0,4_5_OM,distance_max_dem_local,5000,111,44,8,205,238,177,1704,0.13175,4.134562671318216,178842
2.0,4_5_OM,distance_max_dem_local,2500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,192192
7.0,4_5_OM,distance_max_dem_local,1000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,196538
10.0,4_5_OM,distance_max_dem_local,5500,117,44,8,197,244,183,1780,0.145,4.206578619486669,178707
3.0,4_5_OM,distance_detection_agregats,244,90,44,13,192,265,212,1728,0.061,3.29175,228741
7.0,4_5_OM,distance_max_dem_local,1500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,194232
9.0,4_5_OM,distance_max_dem_local,1000,104,44,9,193,248,194,1792,0.116,4.075137294058911,193077
1.0,4_5_OM,distance_detection_agregats,300,88,44,11,205,259,208,1668,0.069,3.3005,235634
3.0,4_5_OM,distance_detection_agregats,272,89,44,12,216,263,209,1399,0.0645,2.5211758844045837,248528
6.0,4_5_OM,distance_max_dem_local,2000,117,44,12,212,257,202,2014,0.114,4.188589935226706,191030
9.0,4_5_OM,distance_max_dem_local,1500,109,44,9,196,245,192,1876,0.13075,3.872191712431353,200725
6.0,4_5_OM,distance_max_dem_local,2500,117,44,12,212,257,202,2014,0.114,4.188589935226706,190569
1.0,4_5_OM,distance_max_dem_local,500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,215476
4.0,4_5_OM,distance_detection_agregats,244,89,44,13,217,251,197,1952,0.0675,3.0402784684236694,246478
5.0,4_5_OM,distance_detection_agregats,244,90,44,11,200,245,188,1787,0.077,3.42275,235445
4.0,4_5_OM,distance_detection_agregats,272,102,44,11,193,267,217,1482,0.057,3.2230826879840118,228746
8.0,4_5_OM,distance_max_dem_local,1000,101,44,12,194,255,199,1978,0.126,3.263,204961
8.0,4_5_OM,distance_max_dem_local,1500,118,44,12,194,252,197,1785,0.111,3.5275,211801
10.0,4_5_OM,distance_max_dem_local,6000,108,44,8,197,235,174,1580,0.14,4.135310241714428,181353
2.0,4_5_OM,distance_max_dem_local,3000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,193512
2.0,4_5_OM,distance_max_dem_local,3500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,192317
10.0,4_5_OM,distance_max_dem_local,6500,117,44,8,197,244,183,1780,0.145,4.206578619486669,179676
7.0,4_5_OM,distance_max_dem_local,2000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195250
7.0,4_5_OM,distance_max_dem_local,2500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195238
5.0,4_5_OM,distance_detection_agregats,272,95,44,11,187,249,199,1782,0.073,2.49025,242376
3.0,4_5_OM,distance_detection_agregats,300,96,44,10,193,254,205,1452,0.06575,3.2534366408397895,232613
9.0,4_5_OM,distance_max_dem_local,2000,102,44,9,197,251,198,1562,0.12575,4.031702446330504,199279
6.0,4_5_OM,distance_max_dem_local,3000,117,44,12,212,257,202,2014,0.114,4.188589935226706,191028
1.0,4_5_OM,distance_max_dem_local,1000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,220587
3.0,4_5_OM,distance_max_dem_local,500,111,44,11,185,248,197,1634,0.12825,3.136079900124844,207955
6.0,4_5_OM,distance_max_dem_local,3500,117,44,12,212,257,202,2014,0.114,4.188589935226706,191917
9.0,4_5_OM,distance_max_dem_local,2500,109,44,9,196,245,192,1876,0.13075,3.872191712431353,201077
1.0,4_5_OM,distance_max_dem_local,1500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,219346
4.0,4_5_OM,distance_detection_agregats,300,87,44,12,205,254,199,1667,0.075,2.9912935323383087,219660
4.0,4_5_OM,distance_max_dem_local,500,109,44,14,192,246,198,1744,0.1325,3.211,207421
10.0,4_5_OM,distance_max_dem_local,7000,113,44,8,205,241,180,1611,0.133,4.157488163468727,180163
8.0,4_5_OM,distance_max_dem_local,2000,122,44,12,187,249,196,1929,0.12875,3.4075,218519
10.0,4_5_OM,distance_max_dem_local,7500,117,44,8,197,244,183,1780,0.145,4.206578619486669,179032
2.0,4_5_OM,distance_max_dem_local,4000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,194042
8.0,4_5_OM,distance_max_dem_local,2500,118,44,12,194,252,197,1785,0.111,3.5275,212751
2.0,4_5_OM,distance_max_dem_local,4500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,193758
5.0,4_5_OM,distance_detection_agregats,300,96,44,14,209,256,200,1749,0.083,2.945400149588631,247978
7.0,4_5_OM,distance_max_dem_local,3000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,196560
7.0,4_5_OM,distance_max_dem_local,3500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,197324
5.0,4_5_OM,distance_max_dem_local,500,118,44,8,186,241,195,2281,0.13175,3.694188076827139,205801
9.0,4_5_OM,distance_max_dem_local,3000,102,44,9,202,251,197,1831,0.11975,4.029705441837244,197876
3.0,4_5_OM,distance_max_dem_local,1000,104,44,11,183,251,201,1799,0.115,2.9378277153558052,207549
6.0,4_5_OM,distance_max_dem_local,4000,117,44,12,212,257,202,2014,0.114,4.188589935226706,193589
6.0,4_5_OM,distance_max_dem_local,4500,117,44,12,212,257,202,2014,0.114,4.188589935226706,192721
9.0,4_5_OM,distance_max_dem_local,3500,109,44,9,196,245,192,1876,0.13075,3.872191712431353,200665
3.0,4_5_OM,distance_max_dem_local,1500,108,44,11,190,251,200,1595,0.1155,3.1505617977528093,212121
1.0,4_5_OM,distance_max_dem_local,2000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,218625
10.0,4_5_OM,distance_max_dem_local,8000,106,44,8,198,238,177,1679,0.121,4.140294044355843,181299
1.0,4_5_OM,distance_max_dem_local,2500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,218180
10.0,4_5_OM,distance_max_dem_local,8500,117,44,8,202,244,183,1780,0.145,4.206578619486669,177683
4.0,4_5_OM,distance_max_dem_local,1000,109,44,14,192,246,198,1744,0.1325,3.211,207797
4.0,4_5_OM,distance_max_dem_local,1500,109,44,14,192,246,198,1744,0.1325,3.211,208884
2.0,4_5_OM,distance_max_dem_local,5000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,193941
2.0,4_5_OM,distance_max_dem_local,5500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,192848
8.0,4_5_OM,distance_max_dem_local,3000,111,44,12,197,259,204,1836,0.1145,3.35325,212348
7.0,4_5_OM,distance_max_dem_local,4000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195924
8.0,4_5_OM,distance_max_dem_local,3500,118,44,12,194,252,197,1785,0.111,3.5275,213357
5.0,4_5_OM,distance_max_dem_local,1000,118,44,8,186,241,195,2281,0.13175,3.694188076827139,202862
7.0,4_5_OM,distance_max_dem_local,4500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,196911
5.0,4_5_OM,distance_max_dem_local,1500,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200361
6.0,4_5_OM,distance_max_dem_local,5000,117,44,12,212,257,202,2014,0.114,4.188589935226706,192198
9.0,4_5_OM,distance_max_dem_local,4000,102,44,9,202,251,197,1831,0.11975,4.029705441837244,198619
3.0,4_5_OM,distance_max_dem_local,2000,98,44,11,192,255,205,1618,0.11625,2.9205992509363297,210290
6.0,4_5_OM,distance_max_dem_local,5500,117,44,12,212,257,202,2014,0.114,4.188589935226706,194245
9.0,4_5_OM,distance_max_dem_local,4500,109,44,9,196,245,192,1876,0.13075,3.872191712431353,201195
3.0,4_5_OM,distance_max_dem_local,2500,108,44,11,190,251,200,1595,0.1155,3.1505617977528093,208810
10.0,4_5_OM,distance_max_dem_local,9000,108,44,8,205,236,177,1676,0.13375,4.188138549713431,175577
1.0,4_5_OM,distance_max_dem_local,3000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,222106
10.0,4_5_OM,distance_max_dem_local,9500,117,44,8,197,244,183,1780,0.145,4.206578619486669,178005
4.0,4_5_OM,distance_max_dem_local,2000,109,44,14,192,246,198,1744,0.1325,3.211,204558
2.0,4_5_OM,distance_max_dem_local,6000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,196449
1.0,4_5_OM,distance_max_dem_local,3500,112,44,14,184,238,198,2136,0.10525,3.0971115537848606,215262
2.0,4_5_OM,distance_max_dem_local,6500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,194118
4.0,4_5_OM,distance_max_dem_local,2500,109,44,14,192,246,198,1744,0.1325,3.211,207062
8.0,4_5_OM,distance_max_dem_local,4000,113,44,12,197,246,191,1926,0.12025,3.26925,203901
7.0,4_5_OM,distance_max_dem_local,5000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195769
5.0,4_5_OM,distance_max_dem_local,2000,118,44,8,186,241,195,2281,0.13175,3.694188076827139,199737
8.0,4_5_OM,distance_max_dem_local,4500,118,44,12,194,252,197,1785,0.111,3.5275,211452
7.0,4_5_OM,distance_max_dem_local,5500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195224
5.0,4_5_OM,distance_max_dem_local,2500,118,44,8,186,241,195,2281,0.13175,3.694188076827139,196883
6.0,4_5_OM,distance_max_dem_local,6000,117,44,12,212,257,202,2014,0.114,4.188589935226706,193348
9.0,4_5_OM,distance_max_dem_local,5000,102,44,9,197,251,197,1831,0.11975,4.029705441837244,199881
6.0,4_5_OM,distance_max_dem_local,6500,117,44,12,212,257,202,2014,0.114,4.188589935226706,191194
3.0,4_5_OM,distance_max_dem_local,3000,107,44,11,190,250,200,1861,0.10975,2.9700374531835205,208303
9.0,4_5_OM,distance_max_dem_local,5500,109,44,9,196,245,192,1876,0.13075,3.872191712431353,199460
10.0,4_5_OM,distance_max_dem_local,10000,103,44,8,198,239,179,1601,0.1385,4.151507600299028,181302
10.0,4_5_OM,max_fourchette_loyers_PS,0.25,117,44,8,197,244,183,1780,0.145,4.206578619486669,177810
3.0,4_5_OM,distance_max_dem_local,3500,108,44,11,190,251,200,1595,0.1155,3.1505617977528093,212726
1.0,4_5_OM,distance_max_dem_local,4000,110,44,14,188,235,194,2272,0.10575,3.084910358565737,216695
2.0,4_5_OM,distance_max_dem_local,7000,113,44,13,197,250,199,1923,0.12925,4.222554890219561,195631
2.0,4_5_OM,distance_max_dem_local,7500,116,44,13,200,252,201,1894,0.1375,4.214570858283433,196064
4.0,4_5_OM,distance_max_dem_local,3000,109,44,14,192,246,198,1744,0.1325,3.211,207805
7.0,4_5_OM,distance_max_dem_local,6000,105,44,13,201,245,198,2079,0.119,2.1046337817638268,194708
1.0,4_5_OM,distance_max_dem_local,4500,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221296
4.0,4_5_OM,distance_max_dem_local,3500,109,44,14,192,246,198,1744,0.1325,3.211,213961
8.0,4_5_OM,distance_max_dem_local,5000,128,44,12,185,262,212,2048,0.1235,3.40225,214183
5.0,4_5_OM,distance_max_dem_local,3000,118,44,8,186,241,195,2281,0.13175,3.694188076827139,201185
7.0,4_5_OM,distance_max_dem_local,6500,105,44,13,201,245,198,2079,0.119,2.1046337817638268,195827
8.0,4_5_OM,distance_max_dem_local,5500,118,44,12,194,252,197,1785,0.111,3.5275,210687
6.0,4_5_OM,distance_max_dem_local,7000,117,44,12,212,257,202,2014,0.114,4.188589935226706,192119
5.0,4_5_OM,distance_max_dem_local,3500,118,44,8,186,241,195,2281,0.13175,3.694188076827139,199991
9.0,4_5_OM,distance_max_dem_local,6000,102,44,9,197,251,197,1831,0.11975,4.029705441837244,197171
6.0,4_5_OM,distance_max_dem_local,7500,117,44,12,212,257,202,2014,0.114,4.188589935226706,192725
